,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed,Weather
254,ponta delgada,40,pt,1554567843,72,37.73,-25.67,58.39,23.04,Clouds
255,soyo,75,ao,1554562800,94,-6.13,12.37,80.6,3.36,Thunderstorm
256,egvekinot,8,ru,1554567865,68,66.32,-179.17,0.8,4.18,Clear
257,guarapari,0,br,1554564860,49,-20.67,-40.5,92.53,11.41,Clear
258,korla,64,cn,1554567785,72,41.76,86.15,63.0,3.0,Rain
259,aranos,0,na,1554567867,14,-24.14,19.11,89.9,4.97,Clear
260,nikolskoye,0,ru,1554567636,24,59.7,30.79,51.04,11.18,Clear
261,huaral,90,pe,1554566400,69,-11.5,-77.21,78.8,5.82,Clouds
262,galbshtadt,0,ru,1554567870,63,53.23,78.98,35.99,8.43,Clear
263,wagar,0,sd,1554567871,14,16.15,36.2,97.55,5.97,Clear
264,coquimbo,0,cl,1554562800,56,-29.95,-71.34,71.6,10.29,Clear
265,zhigansk,0,ru,1554567872,75,66.77,123.37,15.38,1.95,Clear
266,altay,0,cn,1554567873,76,47.83,88.13,31.49,5.64,Clear
267,umm kaddadah,0,sd,1554567873,6,13.6,26.69,97.82,5.75,Clear
268,igrim,12,ru,1554567874,62,63.19,64.42,32.03,8.1,Clouds
269,alyangula,40,au,1554562800,83,-13.85,136.42,80.6,17.22,Clouds
270,ouegoa,0,nc,1554567875,98,-20.34,164.44,69.47,7.54,Clear
271,vanimo,24,pg,1554567876,97,-2.67,141.3,84.05,7.43,Clouds
272,tura,88,ru,1554567877,73,64.27,100.22,30.23,8.21,Clouds
273,mount isa,0,au,1554566400,56,-20.73,139.49,73.4,5.82,Clear
274,ukiah,90,us,1554567619,87,39.15,-123.21,52.36,6.93,Rain
275,slavutych,0,ua,1554567879,31,51.52,30.76,57.32,7.2,Clear
276,meulaboh,68,id,1554567880,100,4.14,96.13,78.92,3.62,Rain
277,vardo,32,no,1554567880,96,70.37,31.11,37.97,21.18,Clouds
278,guadalupe victoria,5,mx,1554565500,60,21.68,-105.33,68.0,4.41,Clear
279,taybad,88,ir,1554567817,84,34.74,60.78,60.2,5.08,Rain
280,san matias,44,bo,1554567884,87,-16.36,-58.4,70.37,12.46,Clouds
281,lebu,0,cl,1554567884,96,-37.62,-73.65,55.25,15.82,Clear
282,necochea,0,ar,1554567622,63,-38.55,-58.74,68.57,15.48,Clear
283,galle,8,lk,1554567886,93,6.04,80.22,81.35,3.18,Clear
284,la orilla,32,mx,1554567886,87,18.0,-102.23,77.12,0.6,Clouds
285,clyde river,90,ca,1554562800,91,70.47,-68.59,3.2,42.5,Snow
286,doctor arroyo,44,mx,1554567759,72,23.67,-100.18,62.9,3.96,Clouds
287,victor harbor,20,au,1554567783,81,-35.55,138.62,53.1,4.07,Clouds
288,blagoyevo,0,ru,1554567665,71,63.37,47.92,38.69,4.18,Clear
289,east london,75,za,1554566400,77,-33.02,27.91,66.2,8.05,Clouds
290,natal,75,br,1554566400,62,-5.81,-35.21,86.0,14.99,Clouds
291,amethi,8,in,1554564600,58,26.76,81.16,86.0,4.7,Haze
292,loikaw,20,mm,1554567893,61,19.67,97.21,72.44,2.73,Clouds
293,amarante do maranhao,92,br,1554567893,100,-5.57,-46.74,73.7,3.29,Rain
294,hambantota,75,lk,1554563400,94,6.12,81.12,80.6,5.82,Clouds
295,chicama,75,pe,1554562800,83,-7.84,-79.15,71.6,10.29,Clouds
296,hermosillo,0,mx,1554567858,48,29.09,-110.96,70.57,4.18,Clear
297,hastings,92,nz,1554567866,100,-39.64,176.84,49.94,14.58,Rain
298,brighton,40,gb,1554567823,76,50.82,-0.14,50.31,14.99,Drizzle
299,darnah,24,ly,1554567897,96,32.77,22.64,61.64,20.29,Clouds
300,hervey bay,0,au,1554567347,93,-25.3,152.85,65.91,5.82,Clear
301,alta floresta,88,br,1554567898,91,-9.87,-56.08,77.75,2.84,Clouds
302,acajutla,0,sv,1554567657,68,13.59,-89.83,81.0,1.99,Clear
303,uberaba,75,br,1554562800,58,-19.75,-47.94,84.2,4.7,Clouds
304,luanda,75,ao,1554566400,83,-8.83,13.24,84.2,11.41,Clouds
305,manavalakurichi,75,in,1554564600,74,8.13,77.3,86.0,4.7,Haze
306,methoni,40,gr,1554567650,87,36.82,21.7,61.47,5.41,Clouds
307,duma,40,sy,1554566400,39,33.57,36.4,64.4,6.93,Clouds
308,great yarmouth,75,gb,1554567863,93,52.61,1.73,47.03,9.17,Clouds
309,nalut,0,ly,1554567905,32,31.86,10.98,75.14,10.67,Clear
310,marsabit,0,ke,1554567906,57,2.34,37.99,83.06,10.78,Clear
311,poum,0,nc,1554567907,100,-20.23,164.02,77.84,17.05,Clear
312,bilma,0,ne,1554567909,11,18.69,12.92,105.2,6.76,Clear
313,vostok,88,ru,1554567909,94,46.45,135.83,26.72,2.06,Clouds
314,tahta,0,eg,1554562800,21,26.77,31.5,81.46,9.17,Clear
315,pacific grove,75,us,1554567616,71,36.62,-121.92,54.3,3.36,Clouds
316,lorengau,68,pg,1554567912,98,-2.02,147.27,83.24,6.42,Clouds
317,grand-santi,48,gf,1554567912,82,4.27,-54.38,80.18,3.62,Rain
318,sola,75,vu,1554562800,94,-13.88,167.55,78.8,5.19,Clouds
319,anori,0,br,1554567914,67,-3.74,-61.66,89.9,7.65,Clear
320,port hedland,48,au,1554566400,78,-20.31,118.58,77.0,5.82,Clouds
321,tongzi,0,cn,1554567916,51,28.78,105.09,63.53,5.97,Clear
322,midland,0,us,1554566100,35,32.0,-102.08,67.78,4.7,Clear
323,hasaki,20,jp,1554567876,87,35.73,140.83,51.75,3.36,Clouds
324,araouane,0,ml,1554567918,19,18.9,-3.53,89.18,14.47,Clear
325,superior,90,us,1554567426,92,47.19,-114.89,39.42,4.7,Mist
326,lafiagi,20,ng,1554567920,37,8.85,5.42,101.78,3.96,Clouds
327,tateyama,100,jp,1554567776,62,36.66,137.31,50.04,1.01,Clouds
328,formosa,40,ar,1554562800,46,-26.19,-58.17,73.4,6.93,Clouds
329,kalmunai,8,lk,1554567922,89,7.42,81.82,77.84,4.63,Clear
330,mangan,80,in,1554567923,91,27.5,88.54,32.75,1.28,Clouds
331,cimislia,0,md,1554567480,30,46.52,28.78,58.41,12.75,Clear
332,noumea,90,nc,1554564600,88,-22.28,166.46,68.0,3.36,Clouds
333,esperance,0,au,1554562800,93,-33.86,121.89,48.2,4.85,Clear
334,sarahan,48,in,1554567926,90,31.51,77.79,21.32,0.72,Clouds
335,aykino,0,ru,1554567928,91,62.22,49.99,30.23,2.95,Clear
336,humberto de campos,92,br,1554567928,100,-2.6,-43.46,77.12,5.53,Rain
337,mount darwin,12,zw,1554567929,44,-16.77,31.58,82.25,8.21,Clouds
338,beyneu,64,kz,1554567930,53,45.32,55.19,55.25,16.6,Clouds
339,benghazi,92,ly,1554567931,98,32.12,20.07,62.0,19.73,Clouds
340,phangnga,20,th,1554564600,88,8.45,98.53,78.15,2.24,Clouds
341,porto belo,75,br,1554567903,83,-27.15,-48.54,73.09,8.05,Rain
342,tual,24,id,1554567933,96,-5.67,132.75,84.77,6.42,Clouds
343,saint-pierre,0,pm,1554566400,64,46.77,-56.17,37.17,18.34,Clear
344,the valley,20,ai,1554567397,54,18.22,-63.06,81.77,20.8,Clouds
345,beaverlodge,90,ca,1554565200,94,55.21,-119.43,32.0,6.93,Snow
346,banda aceh,36,id,1554567902,80,5.56,95.32,81.17,2.51,Clouds
347,salinopolis,88,br,1554567937,100,-0.61,-47.36,80.81,10.67,Clouds
348,aswan,0,eg,1554562800,9,24.09,32.9,91.4,1.12,Clear
349,hibbing,90,us,1554567625,75,47.43,-92.94,42.78,9.17,Clouds
350,raudeberg,12,no,1554567904,70,61.99,5.14,44.26,17.22,Clouds
351,rutana,0,bi,1554567683,69,-3.93,29.99,77.66,4.74,Clear
352,hope,90,ca,1554567503,86,49.38,-121.43,39.96,1.95,Clouds
353,evensk,0,ru,1554567941,89,61.92,159.24,24.56,4.63,Clear
354,bandarbeyla,0,so,1554567942,100,9.49,50.81,81.53,7.43,Clear
355,kanker,0,in,1554567943,31,20.27,81.49,83.15,6.64,Clear
356,pangnirtung,90,ca,1554562800,67,66.15,-65.72,19.4,6.93,Clouds
357,ballina,32,au,1554567726,88,-28.87,153.57,62.22,1.83,Clouds
358,turayf,75,sa,1554562800,37,31.68,38.65,69.8,9.17,Clouds
359,yar-sale,92,ru,1554567947,86,66.83,70.83,30.77,25.77,Clouds
360,lahaina,1,us,1554567868,77,20.87,-156.68,65.03,3.74,Clear
361,tsabong,0,bw,1554567948,18,-26.02,22.4,87.47,6.76,Clear
362,endicott,90,us,1554567682,87,42.1,-76.05,46.62,4.7,Clouds
363,ponta do sol,75,cv,1554566400,47,17.2,-25.09,78.8,29.97,Clouds
364,veraval,0,in,1554567951,74,20.9,70.37,80.72,10.45,Clear
365,saint george,75,bm,1554567507,77,32.38,-64.68,68.79,19.46,Clouds
366,grammichele,75,it,1554567907,82,37.21,14.64,59.52,10.29,Drizzle
367,mezen,8,ru,1554567953,72,65.85,44.24,36.17,7.2,Clear
368,waipawa,92,nz,1554567036,93,-39.94,176.59,42.01,5.19,Rain
369,maningrida,92,au,1554567955,100,-12.05,134.23,74.96,8.55,Rain
370,kenora,90,ca,1554567732,74,49.76,-94.48,35.98,3.62,Clouds
371,karratha,0,au,1554567957,50,-20.74,116.85,72.98,4.18,Clear
372,goch,20,de,1554567955,62,51.68,6.16,61.21,5.82,Haze
373,hofn,32,is,1554567959,100,64.25,-15.21,36.98,18.95,Clouds
374,sitka,88,us,1554567468,64,37.17,-99.65,64.99,11.01,Clouds
375,byron bay,40,au,1554567726,93,-28.65,153.62,62.71,1.83,Clouds
376,coruripe,48,br,1554567961,90,-10.12,-36.18,84.77,12.8,Clouds
377,rajshahi,48,bd,1554567962,86,24.37,88.59,74.6,4.74,Rain
378,sao joao da barra,20,br,1554562800,50,-21.64,-41.05,95.0,4.7,Clouds
380,vientiane,0,la,1554564600,78,17.96,102.61,84.36,3.62,Mist
381,qeshm,0,ir,1554564600,45,26.96,56.27,84.9,9.17,Clear
382,berdigestyakh,24,ru,1554567965,75,62.1,126.7,24.2,5.86,Clouds
383,roebourne,0,au,1554567966,50,-20.77,117.15,72.98,4.18,Clear
384,borazjan,75,ir,1554562800,39,29.27,51.21,84.2,4.18,Clouds
385,camacha,40,pt,1554566400,68,33.08,-16.33,65.43,20.8,Clouds
386,oranjemund,44,na,1554567719,91,-28.55,16.43,61.37,18.39,Clouds
387,hualmay,20,pe,1554567970,78,-11.1,-77.61,73.7,5.08,Clouds
388,zhangye,32,cn,1554567971,50,38.94,100.46,46.43,5.97,Clouds
389,ust-tsilma,12,ru,1554567971,63,65.44,52.15,33.38,6.53,Clouds
390,vestmannaeyjar,75,is,1554566400,88,63.44,-20.27,41.0,24.16,Clouds
391,tevaitoa,64,pf,1554567973,99,-16.78,-151.5,84.23,14.25,Clouds
392,college,20,us,1554567936,53,64.86,-147.8,24.87,6.93,Clouds
393,vao,80,nc,1554567974,100,-22.67,167.48,74.78,8.43,Clouds
394,kasempa,64,zm,1554567975,72,-13.46,25.83,73.97,7.43,Clouds
395,muros,75,es,1554567970,81,42.77,-9.06,50.68,9.17,Rain
396,mandalgovi,76,mn,1554567977,100,45.76,106.27,35.0,13.69,Rain
397,port washington,90,us,1554567975,93,43.39,-87.88,49.42,5.97,Mist
398,traralgon,0,au,1554567312,90,-38.19,146.54,48.45,1.01,Clear
399,changji,0,cn,1554567979,65,32.07,116.17,65.15,9.78,Clear
400,fort nelson,90,ca,1554564240,85,58.81,-122.69,24.8,3.36,Snow
401,wuhu,0,cn,1554562800,68,31.35,118.43,64.4,2.24,Clear
402,wawa,90,ca,1554565560,100,47.99,-84.77,35.6,4.7,Mist
403,kushiro,24,jp,1554567981,64,43.11,144.15,30.77,7.54,Clouds
404,batagay-alyta,68,ru,1554567982,78,67.8,130.41,15.38,2.73,Clouds
405,namibe,0,ao,1554567983,100,-15.19,12.15,78.74,7.99,Clear
406,morgan city,75,us,1554567801,88,29.7,-91.21,77.54,9.17,Clouds
407,belgrade,1,us,1554567965,61,45.77,-111.18,46.31,5.82,Clear
408,bonavista,32,ca,1554567452,58,48.65,-53.11,36.0,14.0,Clouds
409,cadillac,90,us,1554567906,58,44.25,-85.4,54.52,3.36,Clouds
410,san-pedro,0,ci,1554567987,68,4.75,-6.64,89.27,12.46,Clear
411,sisimiut,0,gl,1554567988,79,66.94,-53.67,32.75,5.3,Clear
412,nishihara,0,jp,1554567917,35,35.74,139.53,54.68,9.17,Clear
413,vallenar,0,cl,1554567989,62,-28.58,-70.76,69.2,3.06,Clear
414,ambon,44,id,1554567990,97,-3.7,128.18,82.52,0.94,Clouds
415,ketchikan,90,us,1554562560,75,55.34,-131.65,45.84,18.34,Clouds
416,rioja,48,pe,1554567992,76,-6.06,-77.17,75.68,3.29,Clouds
417,lagoa,75,pt,1554567733,63,37.14,-8.45,58.15,24.16,Rain
418,bukachacha,44,ru,1554567994,57,52.99,116.91,26.72,4.97,Clouds
419,berck,75,fr,1554567978,58,50.41,1.57,58.37,11.41,Clouds
420,kahului,1,us,1554567868,77,20.89,-156.47,65.39,3.74,Clear
421,trairi,88,br,1554567996,100,-3.28,-39.27,79.73,3.62,Rain
422,goulburn,24,au,1554567941,87,-34.75,149.72,53.38,4.29,Clouds
423,kaeo,24,nz,1554566884,94,-35.1,173.78,52.0,4.52,Rain
424,qaqortoq,75,gl,1554565800,26,60.72,-46.03,44.6,12.75,Clouds
425,peru,90,us,1554567842,76,41.33,-89.13,57.27,12.75,Clouds
426,pringsewu,20,id,1554568000,82,-5.36,104.98,76.85,3.74,Clouds
427,gualeguay,68,ar,1554568000,68,-33.15,-59.31,66.86,4.63,Clouds
428,tessalit,0,ml,1554568001,18,20.2,1.01,88.46,13.8,Clear
429,yerbogachen,0,ru,1554568002,63,61.28,108.01,23.21,7.31,Clear
430,fukue,20,jp,1554567896,71,35.03,136.69,51.94,5.82,Clouds
431,celestun,0,mx,1554568003,91,20.87,-90.4,79.82,16.26,Clear
432,road town,40,vg,1554567750,61,18.42,-64.62,81.34,13.87,Clouds
433,salalah,20,om,1554562200,74,17.01,54.1,82.4,9.17,Clouds
434,the pas,1,ca,1554562800,63,53.82,-101.24,30.2,10.29,Clear
435,muncar,88,id,1554568006,94,-8.43,114.34,80.99,3.51,Clouds
436,angleton,90,us,1554567991,88,29.17,-95.43,72.81,12.75,Mist
437,aran,90,az,1554566400,100,40.63,46.98,52.03,4.7,Rain
438,wufeng,0,cn,1554568008,70,27.44,104.87,47.96,2.62,Clear
439,terney,48,ru,1554568009,84,45.05,136.61,35.99,7.09,Clouds
440,constitucion,5,mx,1554567617,23,23.99,-104.67,60.91,4.7,Clear
441,okhotsk,68,ru,1554568010,77,59.36,143.24,31.85,5.41,Clouds
442,kamaishi,0,jp,1554568011,56,39.28,141.86,41.75,11.56,Clear
443,bambari,0,cf,1554568011,20,5.77,20.68,102.14,9.78,Clear
444,broome,92,au,1554566400,79,-17.97,122.23,87.8,10.29,Rain
445,shangqiu,36,cn,1554568013,68,34.42,115.65,59.3,8.66,Clouds
446,mabaruma,88,gy,1554568014,83,8.2,-59.78,80.81,9.44,Clouds
447,skegness,75,gb,1554567903,87,53.14,0.34,47.5,9.17,Clouds
448,lavumisa,64,sz,1554566400,78,-27.31,31.89,73.4,1.12,Clouds
449,mokolo,0,cm,1554566400,16,10.74,13.8,107.6,3.36,Clear
450,camiri,0,bo,1554562800,77,-20.04,-63.52,64.4,6.64,Clear
451,dyurtyuli,0,ru,1554568017,93,55.49,54.86,33.2,3.18,Clear
452,richards bay,56,za,1554568018,93,-28.77,32.06,67.94,12.91,Rain
453,katobu,92,id,1554568019,90,-4.94,122.53,84.05,2.39,Clouds
454,madanapalle,8,in,1554568020,35,13.56,78.5,80.54,6.64,Clear
455,san carlos de bariloche,0,ar,1554562800,29,-41.13,-71.31,62.6,21.92,Clear
456,vila velha,75,br,1554566400,74,-3.71,-38.6,82.72,14.99,Rain
457,riberalta,90,bo,1554562800,93,-11.0,-66.08,62.6,11.41,Rain
458,yumen,80,cn,1554568023,29,40.29,97.04,53.99,6.2,Clouds
459,bezhanitsy,64,ru,1554568024,36,56.97,29.88,53.45,11.01,Clouds
460,bhatkal,0,in,1554568025,100,13.97,74.57,84.41,16.49,Clear
461,kampot,20,kh,1554564600,83,10.62,104.18,78.87,1.12,Clouds
462,san antonio,75,ph,1554562800,83,15.31,120.85,80.6,9.17,Clouds
463,amos,90,ca,1554563820,81,48.57,-78.12,34.59,9.17,Snow
464,srandakan,92,id,1554568028,99,-7.94,110.25,74.51,2.62,Clouds
465,karsava,24,lv,1554568030,39,56.78,27.69,55.52,9.66,Clouds
466,port keats,88,au,1554568030,97,-14.25,129.55,78.38,9.22,Rain
467,adre,0,td,1554568031,12,13.47,22.2,99.17,4.52,Clear
468,progreso,0,mx,1554568032,82,20.25,-99.19,60.38,3.62,Clear
469,buluang,20,ph,1554562800,83,10.47,123.98,80.6,8.05,Clouds
470,guisijan,8,ph,1554568033,98,11.09,122.05,80.36,6.08,Clear
471,quesnel,1,ca,1554562800,68,52.98,-122.49,37.4,4.7,Clear
472,kupino,0,ru,1554568035,64,54.36,77.31,37.52,15.82,Clear
473,wa,36,gh,1554568035,46,10.06,-2.51,97.1,5.19,Clouds
474,kokkola,0,fi,1554566436,25,63.84,23.13,46.78,9.17,Clear
475,puerto varas,90,cl,1554565440,72,-41.32,-72.98,59.0,9.17,Clouds
476,lompoc,1,us,1554567746,76,34.64,-120.46,57.92,2.95,Clear
477,benjamin constant,40,br,1554566400,74,-4.38,-70.03,87.15,4.7,Clouds
478,qasigiannguit,75,gl,1554565800,47,68.82,-51.19,37.4,27.51,Clouds
479,roald,75,no,1554567904,70,62.58,6.12,42.21,16.11,Clouds
480,san ignacio,36,pe,1554568040,65,-5.15,-79.0,67.4,1.83,Clouds
481,flagstaff,40,us,1554567799,83,35.2,-111.65,50.45,4.7,Clouds
482,san luis,0,ar,1554567908,28,-33.3,-66.34,78.38,12.68,Clear
483,zrnovci,20,mk,1554566400,34,41.85,22.45,64.4,12.75,Clouds
484,moose factory,90,ca,1554566280,72,51.26,-80.61,15.8,5.82,Snow
485,concordia,75,ar,1554568012,73,-31.4,-58.02,70.3,5.82,Clouds
486,tautira,48,pf,1554567752,83,-17.73,-149.15,78.4,4.7,Clouds
487,lagunas,32,pe,1554568045,85,-5.23,-75.68,81.98,2.95,Rain
488,bridge city,90,us,1554567940,94,30.02,-93.85,73.9,10.29,Mist
489,abu kamal,12,sy,1554568046,73,34.45,40.92,64.97,2.95,Clouds
490,staraya poltavka,24,ru,1554568047,72,50.48,46.48,48.77,7.99,Clouds
491,honningsvag,92,no,1554568051,100,70.98,25.97,33.74,9.44,Clouds
492,fougamou,36,ga,1554568052,82,-1.22,10.59,85.58,3.4,Clouds
493,corinto,88,br,1554568052,97,-18.36,-44.46,72.26,4.97,Rain
494,masunga,75,bw,1554566400,57,-20.62,27.45,77.0,10.29,Clouds
495,mahibadhoo,88,mv,1554568055,100,3.78,72.97,83.06,4.18,Clouds
496,yuci,0,cn,1554566400,22,37.68,112.73,53.6,8.95,Clear
497,seydi,48,tm,1554568056,53,39.48,62.91,63.53,16.04,Clouds
498,mandurah,0,au,1554568013,77,-32.55,115.7,57.0,11.41,Clear
499,los llanos de aridane,75,es,1554567604,59,28.66,-17.92,62.24,16.11,Clouds
500,wolverhampton,40,gb,1554567947,53,52.58,-2.13,53.08,11.41,Clouds
501,moreira sales,80,br,1554568059,88,-24.05,-53.01,75.77,3.96,Rain
502,jiuquan,64,cn,1554568060,55,39.73,98.49,41.66,4.97,Clouds
503,arkhara,48,ru,1554568060,59,49.42,130.09,33.47,4.52,Clouds
504,puerto carreno,0,co,1554562800,59,6.19,-67.49,89.6,9.17,Haze
505,nadym,92,ru,1554568062,89,65.53,72.51,29.15,24.43,Clouds
506,maniitsoq,12,gl,1554568062,82,65.42,-52.9,34.37,9.33,Clouds
507,sorland,12,no,1554568063,98,67.67,12.69,40.58,7.99,Clouds
508,mossendjo,32,cg,1554568064,70,-2.95,12.72,85.58,2.95,Clouds
509,mahajanga,20,mg,1554566400,84,-15.72,46.32,86.0,2.24,Clouds
510,athabasca,88,ca,1554567868,90,54.72,-113.29,35.09,13.47,Rain
511,kawalu,76,id,1554568066,100,-7.38,108.21,69.2,2.39,Rain
